,Date,All_pairs_count,Internal_pairs_count,Pairs_ratio,All_src_add_count,All_dst_add_count,All_src_ports_count,All_dst_ports_count,Ports_ratio,All_packets_sum,Internal_packets_sum,All_packets_count,All_small_packet_count,Internal_packets_count,ARP_count,Internal_TCP_count,SSH_count,HTTP_5xx_count,HTTP_4xx_count,Other_HTTP_count,Dst_src_address_ratio,Packet_count_ratio,Packet_sum_ratio,Small_packet_ratio,ARP_packet_ratio,TCP_packet_ratio,SSH_packet_ratio,All_packets_mean,Internal_packets_mean,Avg_packet_count_per_src_add,Avg_packet_count_per_dst_add,Avg_packet_count_per_src_port,Avg_packet_count_per_dst_port,Avg_packet_count_per_pair,Top_5_protocols,Top_5_internal_protocols,class
197,2022-04-29 15:49,61,4,0.06557377,26,21,22,19,0.863636364,5289050,1178,4435,393,19,19,,,,,,0.807692308,0.004284104,0.000222724,0.088613303,0.004284104,,,1192.570462,62,4.75,19,,,4.75,"['UDP','GQUIC','ARP','STP','TCP']",['ARP'],regular_traffic
198,2022-04-29 15:50,80,5,0.0625,33,32,38,30,0.789473684,3794029,1618,3440,433,23,17,,,,,,0.96969697,0.006686047,0.00042646,0.125872093,0.00494186,,,1102.915407,70.34782609,4.6,11.5,6,6,4.6,"['UDP','GQUIC','TCP','TLS','MDNS']","['ARP','NBNS']",regular_traffic
199,2022-04-29 15:50,77,4,0.051948052,29,30,39,31,0.794871795,4220508,2666,3776,453,34,16,,,,,,1.034482759,0.009004237,0.000631678,0.11996822,0.004237288,,,1117.71928,78.41176471,8.5,17,18,18,8.5,"['UDP','GQUIC','TCP','TLS','MDNS']","['NBNS','ARP']",regular_traffic
200,2022-04-29 15:51,78,8,0.102564103,35,32,58,43,0.74137931,4369623,7832,4200,682,92,46,,,,,,0.914285714,0.021904762,0.001792374,0.162380952,0.010952381,,,1040.386429,85.13043478,11.5,46,23,23,11.5,"['UDP','TCP','GQUIC','TLS','MDNS']","['ARP','NBNS','BROWSER']",regular_traffic
201,2022-04-29 15:51,70,5,0.071428571,30,29,30,28,0.933333333,4224631,1070,3701,427,16,13,,,,,,0.966666667,0.004323156,0.000253277,0.115374223,0.003512564,,,1141.483653,66.875,3.2,8,3,3,3.2,"['UDP','GQUIC','TCP','TLS','STP']","['ARP','NBNS']",regular_traffic
202,2022-04-29 15:52,79,7,0.088607595,35,30,36,29,0.805555556,4081198,2014,3656,478,29,20,,,,,,0.857142857,0.007932166,0.000493483,0.130743982,0.00547046,,,1116.301422,69.44827586,4.142857143,14.5,9,9,4.142857143,"['UDP','GQUIC','TCP','TLS','MDNS']","['ARP','NBNS']",regular_traffic
203,2022-04-29 15:52,65,8,0.123076923,31,27,26,24,0.923076923,4054843,2622,3614,440,32,24,,,,,,0.870967742,0.008854455,0.000646634,0.121748755,0.006640841,,,1121.982014,81.9375,4,10.66666667,4,4,4,"['UDP','GQUIC','TCP','ARP','STP']","['ARP','NBNS','BROWSER']",regular_traffic
204,2022-04-29 15:53,58,4,0.068965517,24,21,21,18,0.857142857,4105248,1142,3556,384,19,19,,,,,,0.875,0.005343082,0.000278181,0.107986502,0.005343082,,,1154.456693,60.10526316,4.75,19,,,4.75,"['UDP','GQUIC','TCP','ARP','TLS']",['ARP'],regular_traffic
205,2022-04-29 15:53,75,6,0.08,38,28,28,25,0.892857143,4155041,2026,3577,389,32,29,,,,,,0.736842105,0.008946044,0.0004876,0.108750349,0.008107353,,,1161.599385,63.3125,5.333333333,16,3,3,5.333333333,"['UDP','GQUIC','ARP','TCP','MDNS']","['ARP','NBNS']",regular_traffic
206,2022-04-29 15:54,78,7,0.08974359,32,30,33,28,0.848484848,4347879,3160,3945,526,50,47,,,,,,0.9375,0.012674271,0.000726791,0.133333333,0.011913815,,,1102.123954,63.2,7.142857143,25,3,3,7.142857143,"['UDP','GQUIC','TCP','ARP','STP']","['ARP','NBNS']",regular_traffic
207,2022-04-29 15:54,66,5,0.075757576,29,23,25,22,0.88,4116104,1452,3562,382,24,24,,,,,,0.793103448,0.006737788,0.000352761,0.107243122,0.006737788,,,1155.559798,60.5,4.8,24,,,4.8,"['UDP','GQUIC','TCP','ARP','STP']",['ARP'],regular_traffic
208,2022-04-29 15:55,64,4,0.0625,26,25,29,24,0.827586207,4143204,1494,3644,417,21,15,,,,,,0.961538462,0.005762898,0.00036059,0.114434687,0.004116356,,,1136.993414,71.14285714,5.25,10.5,6,6,5.25,"['UDP','GQUIC','TCP','TLS','MDNS']","['ARP','NBNS']",regular_traffic
209,2022-04-29 15:55,64,5,0.078125,29,25,31,28,0.903225806,4176765,1408,3585,370,23,23,,,,,,0.862068966,0.006415621,0.000337103,0.10320781,0.006415621,,,1165.066946,61.2173913,4.6,23,,,4.6,"['UDP','GQUIC','TCP','ARP','DNS']",['ARP'],regular_traffic
210,2022-04-29 16:56,72,9,0.125,35,29,49,46,0.93877551,4437121,8914,4074,536,72,30,33,,,,,0.828571429,0.017673049,0.00200896,0.131566028,0.00736377,0.458333333,,1089.131321,123.8055556,9,18,10.5,10.5,8,"['UDP','DNS','TCP','GQUIC','ARP']","['TCP','ARP','MYSQL','BROWSER']",sql_injection
212,2022-04-29 16:57,75,8,0.106666667,33,31,35,29,0.828571429,3296748,8043,2956,367,62,21,33,,,,,0.939393939,0.02097429,0.002439677,0.124154263,0.007104195,0.532258065,,1115.273342,129.7258065,7.75,15.5,10.25,10.25,7.75,"['UDP','GQUIC','TCP','ARP','STP']","['TCP','ARP','MYSQL','BROWSER']",sql_injection
213,2022-04-29 16:57,55,6,0.109090909,29,22,25,23,0.92,4462181,7852,3906,445,61,21,33,,,,,0.75862069,0.015616999,0.001759678,0.113927291,0.005376344,0.540983607,,1142.391449,128.7213115,10.16666667,20.33333333,13.33333333,13.33333333,10.16666667,"['UDP','GQUIC','TCP','ARP','STP']","['TCP','ARP','MYSQL']",sql_injection
214,2022-04-27 15:39,65,10,0.153846154,30,25,31,29,0.935483871,5318148,8812,5907,1342,74,28,31,,,,,0.833333333,0.01252751,0.001656968,0.227188082,0.004740139,0.418918919,,900.3128492,119.0810811,8.222222222,18.5,9.2,9.2,7.4,"['TCP','TLS','ARP','STP','MYSQL']","['TCP','ARP','MYSQL','NBNS','UDP']",sql_injection
215,2022-04-27 15:40,70,8,0.114285714,32,28,38,36,0.947368421,5050856,7768,5849,1419,60,21,31,,,,,0.875,0.010258164,0.001537957,0.242605574,0.003590357,0.516666667,,863.541802,129.4666667,7.5,15,9.75,9.75,7.5,"['TCP','TLS','ARP','STP','MYSQL']","['TCP','ARP','MYSQL','UDP']",sql_injection
216,2022-04-27 15:40,56,8,0.142857143,29,24,28,26,0.928571429,5188668,8166,5846,1380,67,28,31,,,,,0.827586207,0.011460828,0.001573814,0.236058844,0.0047896,0.462686567,,887.5586726,121.880597,8.375,16.75,9.75,9.75,8.375,"['TCP','TLS','ARP','STP','MYSQL']","['TCP','ARP','MYSQL','UDP']",sql_injection
217,2022-04-27 15:41,64,8,0.125,30,26,32,30,0.9375,4981339,7910,5642,1315,62,23,31,,,,,0.866666667,0.010989011,0.001587926,0.233073378,0.004076569,0.5,,882.9030486,127.5806452,7.75,15.5,9.75,9.75,7.75,"['TCP','TLS','ARP','STP','MYSQL']","['TCP','ARP','MYSQL','UDP']",sql_injection
218,2022-04-27 15:41,82,8,0.097560976,37,32,44,42,0.954545455,4611085,8202,5347,1281,67,28,31,,,,,0.864864865,0.012530391,0.001778757,0.239573593,0.005236581,0.462686567,,862.3686179,122.4179104,8.375,16.75,9.75,9.75,8.375,"['TCP','TLS','ARP','DNS','STP']","['TCP','ARP','MYSQL','UDP']",sql_injection
219,2022-04-27 15:42,66,7,0.106060606,31,27,32,29,0.90625,4985604,8324,5548,1256,68,29,31,,,,,0.870967742,0.012256669,0.001669607,0.226387888,0.005227109,0.455882353,,898.630858,122.4117647,9.714285714,17,9.75,9.75,9.714285714,"['TCP','TLS','ARP','STP','MDNS']","['TCP','ARP','MYSQL','UDP']",sql_injection
